Investigation.Type,Country,Injury.Severity,Amateur.Built,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage
2.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1.0,0,2.0,0.0,2.0,0.0,0.0,0.0,226.0,0.0
2.0,1,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2.0,0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
2.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2.0,0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
1.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,222.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0,2.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.0,1,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0
2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,77.0,0.0
2.0,1,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1.0,1,2.0,0.0,2.0,0.0,0.0,0.0,53.0,0.0
2.0,1,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
2.0,1,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
1.0,1,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
2.0,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0
2.0,1,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
2.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1.0,1,2.0,0.0,2.0,0.0,0.0,7.0,84.0,0.0
1.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.0,1,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
1.0,1,2.0,0.0,2.0,0.0,0.0,6.0,184.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,1,2.0,0.0,2.0,0.0,0.0,0.0,111.0,0.0
2.0,1,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
2.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
